TIME,SCORE,PLAYER_NAMES,SCORE1,SCORE2,FIFTY,SCORE3,SCORE4,OTHER_INFO,REVIEWS,FOUR_SIX,TOUR_SIXES
104.96 sec',[],"[144.253158569336,634.983886718750,334.658569335938,59.9425048828125]",[],[],[],[],"[499.514434814453,624.296875000000,290.289215087891,85.3863525390625]","[793.883850097656,627.489440917969,334.635925292969,73.3864746093750]",[],[],[]
105 sec',[],"[144.253417968750,634.984985351563,334.658752441406,59.9395751953125]",[],[],[],[],"[499.513732910156,624.296752929688,290.289978027344,85.3867797851563]","[793.884277343750,627.492370605469,334.636962890625,73.3832397460938]",[],[],[]
105.04 sec',[],"[144.253692626953,634.985046386719,334.658538818359,59.9391479492188]",[],[],[],[],"[499.513305664063,624.297241210938,290.289611816406,85.3847045898438]","[793.883178710938,627.475402832031,334.618286132813,73.4015502929688]",[],[],[]
105.08 sec',[],"[144.253753662109,634.986633300781,334.659790039063,59.9351806640625]",[],[],[],[],"[499.513488769531,624.296936035156,290.289245605469,85.3873291015625]","[793.885681152344,627.496093750000,334.625305175781,73.3778686523438]",[],[],[]
105.12 sec',[],"[144.253646850586,634.987304687500,334.660034179688,59.9343872070313]",[],[],[],[],"[499.513458251953,624.296691894531,290.289581298828,85.3876953125000]","[793.886413574219,627.500122070313,334.620300292969,73.3730468750000]",[],[],[]
105.16 sec',[],"[144.254211425781,634.986694335938,334.659118652344,59.9349975585938]",[],[],[],[],"[499.513824462891,624.296508789063,290.288909912109,85.3880004882813]","[793.888122558594,627.515380859375,334.625305175781,73.3559570312500]",[],[],[]
105.2 sec',[],"[144.254333496094,634.987304687500,334.658660888672,59.9341430664063]",[],[],[],[],"[499.513854980469,624.296447753906,290.288879394531,85.3880615234375]","[793.888000488281,627.516174316406,334.621765136719,73.3549194335938]",[],[],[]
105.24 sec',[],"[144.254364013672,634.986022949219,334.659271240234,59.9360351562500]",[],[],[],[],"[499.514312744141,624.296752929688,290.288177490234,85.3875122070313]","[793.888427734375,627.519775390625,334.619873046875,73.3506469726563]",[],[],[]
105.28 sec',[],"[144.256881713867,634.985961914063,334.656372070313,59.9340820312500]",[],[],[],[],"[499.515380859375,624.296875000000,290.287231445313,85.3871459960938]","[793.887145996094,627.515930175781,334.628356933594,73.3552246093750]",[],[],[]
105.32 sec',[],"[144.256881713867,634.985595703125,334.656188964844,59.9345092773438]",[],[],[],[],"[499.515594482422,624.296936035156,290.287017822266,85.3870239257813]","[793.886718750000,627.514709472656,334.627929687500,73.3566894531250]",[],[],[]
105.36 sec',[],"[144.257415771484,634.985778808594,334.655334472656,59.9344482421875]",[],[],[],[],"[499.515533447266,624.297058105469,290.286956787109,85.3867797851563]","[793.888366699219,627.522949218750,334.617980957031,73.3468017578125]",[],[],[]
105.4 sec',[],"[144.256439208984,634.985107421875,334.656646728516,59.9370727539063]",[],[],[],[],"[499.515045166016,624.296447753906,290.287445068359,85.3872070312500]","[793.890563964844,627.532714843750,334.618225097656,73.3352661132813]",[],[],[]
105.44 sec',[],"[144.255126953125,634.984924316406,334.658691406250,59.9383544921875]",[],[],[],[],"[499.514038085938,624.297302246094,290.288940429688,85.3864746093750]","[793.895446777344,627.559814453125,334.617980957031,73.3038330078125]",[],[],[]
105.48 sec',[],"[144.253616333008,634.985107421875,334.660339355469,59.9397583007813]",[],[],[],[],"[499.513671875000,624.296813964844,290.289062500000,85.3872680664063]","[793.901733398438,627.585388183594,334.597290039063,73.2731933593750]",[],[],[]
105.52 sec',[],"[144.253189086914,634.985107421875,334.660949707031,59.9398193359375]",[],[],[],[],"[499.513519287109,624.296630859375,290.291534423828,85.3873291015625]","[793.904846191406,627.597412109375,334.586364746094,73.2591552734375]",[],[],[]
105.56 sec',[],"[144.253326416016,634.984802246094,334.661224365234,59.9402465820313]",[],[],[],[],"[499.512817382813,624.296508789063,290.293762207031,85.3871459960938]","[793.907897949219,627.607116699219,334.566711425781,73.2474365234375]",[],[],[]
105.6 sec',[],"[144.253524780273,634.984802246094,334.660766601563,59.9402465820313]",[],[],[],[],"[499.512237548828,624.296264648438,290.296783447266,85.3842773437500]","[793.899353027344,627.567749023438,334.585266113281,73.2929077148438]",[],[],[]
105.64 sec',[],"[144.253067016602,634.984558105469,334.661132812500,59.9406127929688]",[],[],[],[],"[499.513549804688,624.296569824219,290.294433593750,85.3848876953125]","[793.899047851563,627.565063476563,334.586425781250,73.2962036132813]",[],[],[]
105.68 sec',[],"[144.253692626953,634.984619140625,334.660278320313,59.9404907226563]",[],[],[],[],"[499.513092041016,624.296508789063,290.295989990234,85.3841552734375]","[793.898986816406,627.565856933594,334.585144042969,73.2951660156250]",[],[],[]
105.72 sec',[],"[144.253829956055,634.985046386719,334.659606933594,59.9399414062500]",[],[],[],[],"[499.513702392578,624.296569824219,290.296173095703,85.3827514648438]","[793.898986816406,627.566406250000,334.584655761719,73.2944946289063]",[],[],[]
105.76 sec',[],"[144.253906250000,634.985046386719,334.659851074219,59.9401245117188]",[],[],[],[],"[499.514617919922,624.297058105469,290.295745849609,85.3812255859375]","[793.898193359375,627.563110351563,334.581909179688,73.2982177734375]",[],[],[]
105.8 sec',[],"[144.254394531250,634.984191894531,334.659027099609,59.9409790039063]",[],[],[],[],"[499.514678955078,624.296997070313,290.296905517578,85.3804931640625]","[793.897949218750,627.562622070313,334.577758789063,73.2985229492188]",[],[],[]
105.84 sec',[],"[144.254623413086,634.983459472656,334.658264160156,59.9417114257813]",[],[],[],[],"[499.513824462891,624.296691894531,290.298004150391,85.3813476562500]","[793.902648925781,627.581787109375,334.558532714844,73.2760009765625]",[],[],[]
105.88 sec',[],"[144.255065917969,634.982604980469,334.657775878906,59.9426269531250]",[],[],[],[],"[499.513305664063,624.296447753906,290.299011230469,85.3818359375000]","[793.902770996094,627.581787109375,334.552062988281,73.2755737304688]",[],[],[]
105.92 sec',[],"[144.255142211914,634.982604980469,334.657714843750,59.9427490234375]",[],[],[],[],"[499.513061523438,624.296386718750,290.299194335938,85.3818969726563]","[793.902709960938,627.581665039063,334.550659179688,73.2757568359375]",[],[],[]
105.96 sec',[],"[144.255493164063,634.982727050781,334.656890869141,59.9429321289063]",[],[],[],[],"[499.512268066406,624.296020507813,290.300292968750,85.3829956054688]","[793.901184082031,627.577331542969,334.551696777344,73.2809448242188]",[],[],[]
106 sec',[],"[144.256072998047,634.982727050781,334.656005859375,59.9428100585938]",[],[],[],[],"[499.512786865234,624.296081542969,290.299774169922,85.3822631835938]","[793.901550292969,627.579406738281,334.547546386719,73.2781982421875]",[],[],[]
106.04 sec',[],"[144.256332397461,634.982727050781,334.655822753906,59.9426879882813]",[],[],[],[],"[499.511993408203,624.296020507813,290.301055908203,85.3825073242188]","[793.897277832031,627.573486328125,334.572082519531,73.2859497070313]",[],[],[]
106.08 sec',[],"[144.256134033203,634.982727050781,334.656311035156,59.9428100585938]",[],[],[],[],"[499.512695312500,624.296142578125,290.300048828125,85.3820190429688]","[793.896606445313,627.570312500000,334.571411132813,73.2896118164063]",[],[],[]
106.12 sec',[],"[144.256042480469,634.982666015625,334.656463623047,59.9428710937500]",[],[],[],[],"[499.512725830078,624.296081542969,290.300018310547,85.3823242187500]","[793.896606445313,627.571960449219,334.574096679688,73.2879638671875]",[],[],[]
106.16 sec',[],"[144.256790161133,634.982543945313,334.655517578125,59.9429321289063]",[],[],[],[],"[499.511810302734,624.295776367188,290.301116943359,85.3829345703125]","[793.896118164063,627.570983886719,334.574584960938,73.2890014648438]",[],[],[]
106.2 sec',[],"[144.256240844727,634.982604980469,334.656005859375,59.9427490234375]",[],[],[],[],"[499.511505126953,624.295654296875,290.301483154297,85.3832397460938]","[793.896179199219,627.570739746094,334.569641113281,73.2889404296875]",[],[],[]
106.24 sec',[],"[144.255416870117,634.982055664063,334.656860351563,59.9434204101563]",[],[],[],[],"[499.511352539063,624.295593261719,290.301818847656,85.3836669921875]","[793.895690917969,627.569946289063,334.570617675781,73.2898559570313]",[],[],[]
106.28 sec',[],"[144.254989624023,634.983154296875,334.657348632813,59.9423217773438]",[],[],[],[],"[499.512176513672,624.295898437500,290.300506591797,85.3831787109375]","[793.895019531250,627.566589355469,334.571289062500,73.2937622070313]",[],[],[]
106.32 sec',[],"[144.254943847656,634.983032226563,334.657531738281,59.9424438476563]",[],[],[],[],"[499.511932373047,624.295776367188,290.300750732422,85.3833618164063]","[793.895202636719,627.566528320313,334.570983886719,73.2937622070313]",[],[],[]
106.36 sec',[],"[144.254486083984,634.982971191406,334.658111572266,59.9426879882813]",[],[],[],[],"[499.511962890625,624.295837402344,290.300598144531,85.3833618164063]","[793.894897460938,627.565185546875,334.574340820313,73.2953491210938]",[],[],[]
106.4 sec',[],"[144.254089355469,634.982543945313,334.658660888672,59.9432373046875]",[],[],[],[],"[499.511688232422,624.295776367188,290.301239013672,85.3833007812500]","[793.895019531250,627.564880371094,334.573486328125,73.2958374023438]",[],[],[]
106.44 sec',[],"[144.255355834961,634.982788085938,334.657043457031,59.9427490234375]",[],[],[],[],"[499.510711669922,624.295349121094,290.302154541016,85.3848876953125]","[793.896606445313,627.569763183594,334.568237304688,73.2896118164063]",[],[],[]
106.48 sec',[],"[144.255340576172,634.982604980469,334.657104492188,59.9427490234375]",[],[],[],[],"[499.511383056641,624.295349121094,290.301788330078,85.3848266601563]","[793.895874023438,627.568298339844,334.568969726563,73.2916259765625]",[],[],[]
106.52 sec',[],"[144.255355834961,634.982727050781,334.657287597656,59.9427490234375]",[],[],[],[],"[499.513122558594,624.294311523438,290.298461914063,85.3867797851563]","[793.895935058594,627.568237304688,334.566711425781,73.2915649414063]",[],[],[]
106.56 sec',[],"[144.254486083984,634.982055664063,334.658752441406,59.9437866210938]",[],[],[],[],"[499.514770507813,624.295043945313,290.295104980469,85.3855590820313]","[793.895202636719,627.565612792969,334.564880371094,73.2945556640625]",[],[],[]
106.6 sec',[],"[144.254730224609,634.981811523438,334.658538818359,59.9440307617188]",[],[],[],[],"[499.515686035156,624.296691894531,290.291992187500,85.3843994140625]","[793.896362304688,627.569091796875,334.564697265625,73.2903442382813]",[],[],[]
106.64 sec',[],"[144.254150390625,634.981750488281,334.658874511719,59.9438476562500]",[],[],[],[],"[499.515197753906,624.296508789063,290.292663574219,85.3842773437500]","[793.899597167969,627.575073242188,334.544250488281,73.2825927734375]",[],[],[]
106.68 sec',[],"[144.254104614258,634.981872558594,334.658752441406,59.9437255859375]",[],[],[],[],"[499.515533447266,624.296752929688,290.291900634766,85.3842163085938]","[793.899841308594,627.575866699219,334.546447753906,73.2818603515625]",[],[],[]
106.72 sec',[],"[144.254058837891,634.982177734375,334.658813476563,59.9434814453125]",[],[],[],[],"[499.515441894531,624.296386718750,290.293212890625,85.3849487304688]","[793.898864746094,627.570678710938,334.549377441406,73.2879638671875]",[],[],[]
106.76 sec',[],"[144.253494262695,634.981079101563,334.659667968750,59.9448242187500]",[],[],[],[],"[499.515686035156,624.297119140625,290.291564941406,85.3834228515625]","[793.898742675781,627.570068359375,334.549377441406,73.2886962890625]",[],[],[]
106.8 sec',[],"[144.253540039063,634.981933593750,334.659515380859,59.9439086914063]",[],[],[],[],"[499.515197753906,624.295715332031,290.294616699219,85.3905639648438]","[793.898986816406,627.571899414063,334.546691894531,73.2864990234375]",[],[],[]
106.84 sec',[],"[144.253631591797,634.982421875000,334.658905029297,59.9431762695313]",[],[],[],[],"[499.516265869141,624.297424316406,290.290740966797,85.3833007812500]","[793.896728515625,627.572814941406,334.571533203125,73.2871704101563]",[],[],[]
106.88 sec',[],"[144.252914428711,634.982666015625,334.660339355469,59.9439086914063]",[],[],[],[],"[499.515686035156,624.297180175781,290.291931152344,85.3840332031250]","[793.896606445313,627.572326660156,334.575683593750,73.2877807617188]",[],[],[]
106.92 sec',[],"[144.253036499023,634.983215332031,334.660339355469,59.9432983398438]",[],[],[],[],"[499.516143798828,624.297424316406,290.291229248047,85.3837890625000]","[793.896118164063,627.569641113281,334.576782226563,73.2908935546875]",[],[],[]
106.96 sec',[],"[144.253128051758,634.982727050781,334.660156250000,59.9437255859375]",[],[],[],[],"[499.516021728516,624.297363281250,290.290008544922,85.3847045898438]","[793.897033691406,627.571594238281,334.574401855469,73.2884521484375]",[],[],[]
107 sec',[],"[144.253448486328,634.983398437500,334.659759521484,59.9431762695313]",[],[],[],[],"[499.515808105469,624.297241210938,290.290405273438,85.3848876953125]","[793.897033691406,627.572631835938,334.581359863281,73.2873535156250]",[],[],[]
107.04 sec',[],"[144.253906250000,634.984436035156,334.659027099609,59.9415893554688]",[],[],[],[],"[499.515258789063,624.300292968750,290.290832519531,85.3811035156250]","[793.895996093750,627.572692871094,334.593261718750,73.2876586914063]",[],[],[]
107.08 sec',[],"[144.254241943359,634.983581542969,334.658721923828,59.9424438476563]",[],[],[],[],"[499.515838623047,624.321777343750,290.287567138672,85.3560791015625]","[793.897888183594,627.571838378906,334.574768066406,73.2879638671875]",[],[],[]
107.12 sec',[],"[144.254226684570,634.983764648438,334.658813476563,59.9423217773438]",[],[],[],[],"[499.516021728516,624.321960449219,290.287261962891,85.3559570312500]","[793.898132324219,627.572082519531,334.572814941406,73.2876586914063]",[],[],[]
107.16 sec',[],"[144.257614135742,634.999267578125,334.647583007813,59.9240112304688]",[],[],[],[],"[499.515777587891,624.322143554688,290.287017822266,85.3546752929688]","[793.900939941406,627.582031250000,334.562805175781,73.2756958007813]",[],[],[]
107.2 sec',[],"[144.258926391602,635.007507324219,334.642211914063,59.9143676757813]",[],[],[],[],"[499.515289306641,624.322143554688,290.287322998047,85.3540649414063]","[793.900817871094,627.586914062500,334.573547363281,73.2705688476563]",[],[],[]
107.24 sec',[],"[144.256347656250,634.995239257813,334.651184082031,59.9288330078125]",[],[],[],[],"[499.514801025391,624.321777343750,290.287811279297,85.3552246093750]","[793.897583007813,627.572875976563,334.587890625000,73.2869873046875]",[],[],[]
107.28 sec',[],"[144.253967285156,634.983764648438,334.659362792969,59.9423217773438]",[],[],[],[],"[499.515960693359,624.322204589844,290.286285400391,85.3544311523438]","[793.893493652344,627.557495117188,334.607971191406,73.3054199218750]",[],[],[]
107.32 sec',[],"[144.253875732422,634.984069824219,334.659484863281,59.9420166015625]",[],[],[],[],"[499.515960693359,624.322326660156,290.286102294922,85.3543701171875]","[793.892822265625,627.556030273438,334.609863281250,73.3071289062500]",[],[],[]
107.36 sec',[],"[144.254394531250,634.984252929688,334.658721923828,59.9418334960938]",[],[],[],[],"[499.516387939453,624.322509765625,290.285247802734,85.3539428710938]","[793.890563964844,627.533203125000,334.598449707031,73.3325805664063]",[],[],[]
107.4 sec',[],"[144.254180908203,634.984008789063,334.658905029297,59.9421386718750]",[],[],[],[],"[499.516723632813,624.322814941406,290.284729003906,85.3539428710938]","[793.891845703125,627.538146972656,334.600952148438,73.3269042968750]",[],[],[]
107.44 sec',[],"[144.254257202148,634.984313964844,334.658996582031,59.9415893554688]",[],[],[],[],"[499.516998291016,624.322692871094,290.284271240234,85.3540649414063]","[793.889221191406,627.520935058594,334.604187011719,73.3464965820313]",[],[],[]
107.48 sec',[],"[144.253875732422,634.984802246094,334.659332275391,59.9410400390625]",[],[],[],[],"[499.517578125000,624.322875976563,290.283386230469,85.3535156250000]","[793.890197753906,627.525756835938,334.608825683594,73.3410644531250]",[],[],[]
107.52 sec',[],"[144.253875732422,634.984680175781,334.659454345703,59.9417114257813]",[],[],[],[],"[499.517913818359,624.323059082031,290.282745361328,85.3530883789063]","[793.891906738281,627.534240722656,334.606506347656,73.3312377929688]",[],[],[]
107.56 sec',[],"[142.314514160156,634.683654785156,336.743591308594,60.1732788085938]",[],[],[],[],"[499.517272949219,624.322937011719,290.283325195313,85.3533325195313]","[793.889404296875,627.516906738281,334.607666015625,73.3509521484375]",[],[],[]
107.6 sec',[],"[142.316467285156,634.688781738281,336.741027832031,60.1669921875000]",[],[],[],[],"[499.517822265625,624.323059082031,290.282348632813,85.3530883789063]","[793.888549804688,627.505065917969,334.601684570313,73.3641357421875]",[],[],[]
107.64 sec',[],"[142.316497802734,634.688659667969,336.740936279297,60.1672973632813]",[],[],[],[],"[499.517944335938,624.322937011719,290.282165527344,85.3530273437500]","[793.892089843750,627.520141601563,334.591186523438,73.3463134765625]",[],[],[]
107.68 sec',[],"[142.318893432617,634.686279296875,336.738769531250,60.1694335937500]",[],[],[],[],"[499.517333984375,624.322875976563,290.282714843750,85.3526611328125]","[793.896972656250,627.542297363281,334.579833984375,73.3206787109375]",[],[],[]
107.72 sec',[],"[142.319305419922,634.686401367188,336.738250732422,60.1691894531250]",[],[],[],[],"[499.517395019531,624.322937011719,290.282470703125,85.3521728515625]","[793.897644042969,627.545959472656,334.577209472656,73.3163452148438]",[],[],[]
107.76 sec',[],"[142.319717407227,634.686828613281,336.737548828125,60.1676025390625]",[],[],[],[],"[499.517486572266,624.323120117188,290.282135009766,85.3516235351563]","[793.897033691406,627.545532226563,334.580261230469,73.3167114257813]",[],[],[]
107.8 sec',[],"[142.319259643555,634.686767578125,336.737854003906,60.1675415039063]",[],[],[],[],"[499.517761230469,624.323242187500,290.281921386719,85.3512573242188]","[793.901611328125,627.567749023438,334.568847656250,73.2912597656250]",[],[],[]
107.84 sec',[],"[142.319473266602,634.687072753906,336.738098144531,60.1671752929688]",[],[],[],[],"[499.517181396484,624.323059082031,290.282684326172,85.3513183593750]","[793.901245117188,627.564392089844,334.563964843750,73.2948608398438]",[],[],[]
107.88 sec',[],"[142.320205688477,634.687133789063,336.737487792969,60.1666259765625]",[],[],[],[],"[499.517578125000,624.323303222656,290.282348632813,85.3507690429688]","[793.896545410156,627.535156250000,334.568542480469,73.3283691406250]",[],[],[]
107.92 sec',[],"[142.320739746094,634.687316894531,336.736968994141,60.1666870117188]",[],[],[],[],"[499.517242431641,624.323303222656,290.282684326172,85.3506469726563]","[793.896301269531,627.534179687500,334.570007324219,73.3295288085938]",[],[],[]
107.96 sec',[],"[142.321075439453,634.687377929688,336.736541748047,60.1664428710938]",[],[],[],[],"[499.516357421875,624.323181152344,290.283874511719,85.3507080078125]","[793.891967773438,627.518859863281,334.587158203125,73.3480834960938]",[],[],[]
108 sec',[],"[142.320938110352,634.687561035156,336.736450195313,60.1658325195313]",[],[],[],[],"[499.516204833984,624.323181152344,290.284088134766,85.3511352539063]","[793.893981933594,627.530029296875,334.584045410156,73.3349609375000]",[],[],[]
108.04 sec',[],"[142.321182250977,634.687988281250,336.735778808594,60.1650390625000]",[],[],[],[],"[499.515655517578,624.322814941406,290.284881591797,85.3516845703125]","[793.893188476563,627.525573730469,334.580810546875,73.3400268554688]",[],[],[]
108.08 sec',[],"[142.320739746094,634.687805175781,336.736114501953,60.1652221679688]",[],[],[],[],"[499.516326904297,624.323059082031,290.283843994141,85.3513183593750]","[793.895935058594,627.541625976563,334.578186035156,73.3217773437500]",[],[],[]
108.12 sec',[],"[142.320785522461,634.687805175781,336.736022949219,60.1653442382813]",[],[],[],[],"[499.515563964844,624.322937011719,290.284667968750,85.3517456054688]","[793.896362304688,627.542663574219,334.578369140625,73.3204345703125]",[],[],[]
108.16 sec',[],"[142.320999145508,634.687744140625,336.735778808594,60.1657104492188]",[],[],[],[],"[499.516021728516,624.322875976563,290.284027099609,85.3518066406250]","[793.896423339844,627.539916992188,334.571716308594,73.3233032226563]",[],[],[]
108.2 sec',[],"[142.311599731445,634.684814453125,336.765380859375,60.1903686523438]",[],[],[],[],"[499.524169921875,624.310058593750,290.281250000000,85.3777465820313]","[793.837463378906,627.312744140625,334.796447753906,73.6186523437500]",[],[],[]
108.24 sec',[],"[142.312606811523,634.684997558594,336.764343261719,60.1906738281250]",[],[],[],[],"[499.523376464844,624.309692382813,290.282165527344,85.3785400390625]","[793.835998535156,627.308898925781,334.800476074219,73.6233520507813]",[],[],[]
108.28 sec',[],"[142.313064575195,634.684936523438,336.764160156250,60.1907348632813]",[],[],[],[],"[499.522918701172,624.309631347656,290.282623291016,85.3786621093750]","[793.839660644531,627.329833984375,334.796569824219,73.5992431640625]",[],[],[]
108.32 sec',[],"[142.313095092773,634.684997558594,336.764221191406,60.1908569335938]",[],[],[],[],"[499.522674560547,624.309631347656,290.282745361328,85.3786010742188]","[793.839843750000,627.329406738281,334.794555664063,73.5996704101563]",[],[],[]
108.36 sec',[],"[142.313598632813,634.685119628906,336.763610839844,60.1907958984375]",[],[],[],[],"[499.523223876953,624.309753417969,290.282073974609,85.3784790039063]","[793.843078613281,627.349487304688,334.793884277344,73.5769042968750]",[],[],[]
108.4 sec',[],"[142.313110351563,634.685180664063,336.763885498047,60.1909179687500]",[],[],[],[],"[499.522521972656,624.309814453125,290.282653808594,85.3787841796875]","[793.844482421875,627.358642578125,334.789062500000,73.5662231445313]",[],[],[]
108.44 sec',[],"[142.312271118164,634.685241699219,336.764404296875,60.1910400390625]",[],[],[],[],"[499.522552490234,624.309875488281,290.282562255859,85.3786621093750]","[793.845336914063,627.363586425781,334.784790039063,73.5603027343750]",[],[],[]
108.48 sec',[],"[142.313293457031,634.685546875000,336.763366699219,60.1912841796875]",[],[],[],[],"[499.522033691406,624.309875488281,290.282897949219,85.3790283203125]","[793.846191406250,627.367431640625,334.777343750000,73.5556030273438]",[],[],[]
108.52 sec',[],"[142.312911987305,634.685546875000,336.763854980469,60.1914062500000]",[],[],[],[],"[499.521209716797,624.309387207031,290.284271240234,85.3801879882813]","[793.846191406250,627.366333007813,334.777343750000,73.5568237304688]",[],[],[]
108.56 sec',[],"[142.311614990234,634.685058593750,336.766021728516,60.1928710937500]",[],[],[],[],"[499.521423339844,624.309020996094,290.285217285156,85.3812866210938]","[793.846923828125,627.368408203125,334.770141601563,73.5540771484375]",[],[],[]
108.6 sec',[],"[142.311157226563,634.685119628906,336.766296386719,60.1925048828125]",[],[],[],[],"[499.521606445313,624.309326171875,290.284912109375,85.3811035156250]","[793.846557617188,627.364807128906,334.765747070313,73.5580444335938]",[],[],[]
108.64 sec',[],"[142.311676025391,634.685302734375,336.765380859375,60.1915893554688]",[],[],[],[],"[499.520233154297,624.308837890625,290.286529541016,85.3821411132813]","[793.847351074219,627.365783691406,334.756408691406,73.5563964843750]",[],[],[]
108.68 sec',[],"[142.311019897461,634.685241699219,336.765991210938,60.1915283203125]",[],[],[],[],"[499.521331787109,624.309509277344,290.285308837891,85.3812255859375]","[793.846374511719,627.360717773438,334.753234863281,73.5623168945313]",[],[],[]
108.72 sec',[],"[142.311080932617,634.685119628906,336.766235351563,60.1917114257813]",[],[],[],[],"[499.521514892578,624.309692382813,290.284210205078,85.3807373046875]","[793.846313476563,627.361083984375,334.751586914063,73.5618896484375]",[],[],[]
108.76 sec',[],"[142.311203002930,634.685058593750,336.766052246094,60.1920776367188]",[],[],[],[],"[499.521697998047,624.310241699219,290.283050537109,85.3792114257813]","[793.842773437500,627.356506347656,334.774414062500,73.5684204101563]",[],[],[]
108.8 sec',[],"[142.310989379883,634.684936523438,336.766174316406,60.1920166015625]",[],[],[],[],"[499.521484375000,624.310241699219,290.283386230469,85.3790893554688]","[793.839904785156,627.334472656250,334.768615722656,73.5933227539063]",[],[],[]
108.84 sec',[],"[142.310058593750,634.684692382813,336.767333984375,60.1920776367188]",[],[],[],[],"[499.521423339844,624.310302734375,290.284484863281,85.3760986328125]","[793.842041015625,627.350341796875,334.772949218750,73.5756225585938]",[],[],[]
108.88 sec',[],"[142.310653686523,634.684753417969,336.766845703125,60.1925048828125]",[],[],[],[],"[499.521301269531,624.310546875000,290.285400390625,85.3740844726563]","[793.844482421875,627.366760253906,334.774902343750,73.5568847656250]",[],[],[]
108.92 sec',[],"[142.310577392578,634.684692382813,336.766937255859,60.1925659179688]",[],[],[],[],"[499.521606445313,624.310546875000,290.285156250000,85.3740844726563]","[793.844482421875,627.366699218750,334.776123046875,73.5570678710938]",[],[],[]
108.96 sec',[],"[142.310562133789,634.684875488281,336.766906738281,60.1922607421875]",[],[],[],[],"[499.520965576172,624.310363769531,290.285797119141,85.3743286132813]","[793.850158691406,627.388610839844,334.750915527344,73.5311279296875]",[],[],[]
109 sec',[],"[142.309906005859,634.684631347656,336.767639160156,60.1922607421875]",[],[],[],[],"[499.521423339844,624.310546875000,290.285400390625,85.3739013671875]","[793.852539062500,627.386901855469,334.727661132813,73.5320434570313]",[],[],[]
109.04 sec',[],"[142.309982299805,634.684814453125,336.767578125000,60.1921997070313]",[],[],[],[],"[499.520721435547,624.310119628906,290.286163330078,85.3750610351563]","[793.608093261719,627.392639160156,336.944152832031,73.6676025390625]",[],[],[]
109.08 sec',[],"[142.310272216797,634.685058593750,336.767303466797,60.1915283203125]",[],[],[],[],"[499.520965576172,624.310363769531,290.285919189453,85.3742675781250]","[793.139404296875,625.972778320313,339.845458984375,75.2965698242188]",[],[],[]
109.12 sec',[],"[142.310195922852,634.684997558594,336.767456054688,60.1917114257813]",[],[],[],[],"[499.521270751953,624.310607910156,290.285247802734,85.3737182617188]","[793.142761230469,625.908630371094,339.709533691406,75.3701171875000]",[],[],[]
109.16 sec',[],"[142.309967041016,634.684936523438,336.767608642578,60.1917724609375]",[],[],[],[],"[499.520721435547,624.310180664063,290.286285400391,85.3745727539063]",[],[],[],[]
109.2 sec',[],"[142.309799194336,634.684997558594,336.767944335938,60.1920166015625]",[],[],[],[],"[499.521392822266,624.310546875000,290.285491943359,85.3740844726563]",[],[],[],[]
109.24 sec',[],"[142.309997558594,634.684936523438,336.767578125000,60.1914672851563]",[],[],[],[],"[499.521240234375,624.310363769531,290.285583496094,85.3746337890625]",[],[],[],[]
109.28 sec',[],"[142.309555053711,634.684814453125,336.768066406250,60.1923217773438]",[],[],[],[],"[499.521789550781,624.310791015625,290.284790039063,85.3742675781250]",[],[],[],[]
109.32 sec',[],"[142.309570312500,634.684753417969,336.767944335938,60.1931762695313]",[],[],[],[],"[499.520904541016,624.310607910156,290.285797119141,85.3742675781250]",[],[],[],[]
109.36 sec',[],"[142.309417724609,634.684631347656,336.768249511719,60.1939697265625]",[],[],[],[],"[499.521026611328,624.310852050781,290.285308837891,85.3740234375000]",[],[],[],[]
109.4 sec',[],"[142.309326171875,634.684875488281,336.768127441406,60.1933593750000]",[],[],[],[],"[499.521545410156,624.311035156250,290.284790039063,85.3737182617188]",[],[],[],[]
109.44 sec',[],"[142.309219360352,634.684814453125,336.768188476563,60.1936035156250]",[],[],[],[],"[499.521392822266,624.310852050781,290.284942626953,85.3741455078125]",[],[],[],[]
109.48 sec',[],"[142.312255859375,634.682922363281,336.764678955078,60.1952514648438]",[],[],[],[],"[499.521606445313,624.310974121094,290.284606933594,85.3741455078125]",[],[],[],[]
109.52 sec',[],"[142.312225341797,634.682800292969,336.764770507813,60.1954345703125]",[],[],[],[],"[499.520935058594,624.310974121094,290.284790039063,85.3740844726563]",[],[],[],[]
109.56 sec',[],"[142.312210083008,634.682617187500,336.764648437500,60.1958007812500]",[],[],[],[],"[499.520965576172,624.311096191406,290.284271240234,85.3740844726563]",[],[],[],[]
109.6 sec',[],"[142.312271118164,634.682617187500,336.764221191406,60.1957397460938]",[],[],[],[],"[499.521423339844,624.311523437500,290.283081054688,85.3729248046875]",[],[],[],[]
109.64 sec',[],"[142.312438964844,634.682617187500,336.764007568359,60.1961669921875]",[],[],[],[],"[499.520568847656,624.311279296875,290.284179687500,85.3736572265625]",[],[],[],[]
109.68 sec',[],"[142.312454223633,634.682556152344,336.764343261719,60.1972045898438]",[],[],[],[],"[499.521057128906,624.311645507813,290.283447265625,85.3729858398438]",[],[],[],[]
109.72 sec',[],"[142.312454223633,634.682495117188,336.764343261719,60.1972656250000]",[],[],[],[],"[499.521057128906,624.311584472656,290,85]","[804,621,324,83]",[],[],[]
